task_id,evidence_gap,source_report,metadata_path,run,strategy_id,symbol,market,research_topic,signal_to_validate,sample_period,cost_assumption,benchmark,status,dedupe_key
reportGapTask_dcd4aa37c99c2e22a9ef,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071220.json,RunMetadata_20260603_071220,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071220 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,fab285305d9c4c777c68a5463994c489a3a2bc04c5af5709e7e5ced985fa718a
reportGapTask_b12e590751ed3a6afde6,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071220.json,RunMetadata_20260603_071220,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071220 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,ad54e5654b2cdbf0510ce49f5ace9638bde5014c587c9028db64d2ac08b44c1f
reportGapTask_5d7548ec446082b6c718,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071220.json,RunMetadata_20260603_071220,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071220 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,c4de07ac7146c713dfa0ddff0a9ac624e8b59e35814258c6cbfa18dbfc7e0a47
reportGapTask_98f31098ffb86dbede79,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071130.json,RunMetadata_20260603_071130,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071130 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,2108599fec7d10c872b0c506e29ae9417e572ef39bbae5085ace5857d38dff0f
reportGapTask_73142862d3198e4daf0f,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071130.json,RunMetadata_20260603_071130,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071130 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,756d98b9c77e62cbc81b9a0f2f374243cc008897de3cdf19ddaa55c8e46bc141
reportGapTask_8e700ce8e464316c2055,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071130.json,RunMetadata_20260603_071130,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071130 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,da3e8709282514a918819483ce58e226504de75f5f993203ba8182e8d4538f01
reportGapTask_a597154c68c0155fe89e,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071130.json,RunMetadata_20260603_071130,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071130 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,1aca2e56cdb2dd6491118d5bdd395fc63826d9b5b78bf36111fa941c1fefbbb9
reportGapTask_ea954e4761148786693a,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071130.json,RunMetadata_20260603_071130,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071130 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,63b8949c793ab20fae42674fe447fbfda2a36827cfbc280fe1be8d5d18960e25
reportGapTask_ae4188ec1d1a1ed53dee,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071032.json,RunMetadata_20260603_071032,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071032 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,0ca61255ee5131c9a1fc31a05b6172d63aed516d879927b8eaad260f5ef28b7d
reportGapTask_4b0b1c67223e2c52e4c6,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071032.json,RunMetadata_20260603_071032,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071032 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,95c260dce8e6ea6e8f1ea62feb402fe967ebf1ba0e0d3e1c22d88611731c03bb
reportGapTask_dafc763780eece8f9866,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071032.json,RunMetadata_20260603_071032,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071032 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,f08898b8d5f8928126034bc370f095e58c55748e7c475f681ad229a5d33e8718
reportGapTask_ac22a12350f072d56d0c,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071032.json,RunMetadata_20260603_071032,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071032 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,d7325fefc1b15fd10a91b28c7b29d74a2a17bc9da78b1635991ee89bd4e9d764
reportGapTask_b0a7086af3186f66a2de,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071032.json,RunMetadata_20260603_071032,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071032 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,0a616e60fea3801f1a4f5eba706f8231698b4c8b7c4aaefb088172e80db5d5cc
reportGapTask_c1be2f7ae821edeb646c,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071015.json,RunMetadata_20260603_071015,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071015 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,5e79ac8c67dbcde573c4ec686fd4cdc73230d2144b3e012e09c130018493fdab
reportGapTask_b7d1a2f7aed0c5b9ddee,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071015.json,RunMetadata_20260603_071015,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071015 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,7da90ea8fbe579ac4f074dfa8da610795fb8dd249c95f29b3499e138610394ea
reportGapTask_ace0ab2d0d12244d4c18,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071015.json,RunMetadata_20260603_071015,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071015 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,aae7966d856505eabe14521d6aaaadbf992675553ecfae81c3035893d5af4af6
reportGapTask_b2f09c9c5cf5c21466c5,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071015.json,RunMetadata_20260603_071015,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071015 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,431872fcbb4041bc804448f5ffce9038fb90cd12f66eec4031a28b4d002ddc4b
reportGapTask_04d490486a0e15ff3529,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_071015.json,RunMetadata_20260603_071015,ma_crossover,,,补齐报告证据：RunMetadata_20260603_071015 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,07c949f1b0f405a75ce924520f345d1a25a816822ce67ebb8760815f435d3c79
reportGapTask_ed6e1cfdde70e689140f,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070852.json,RunMetadata_20260603_070852,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070852 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,2f313b40fe2dea17b599256faa55e40383bf6e3b064e71679246fa2c01025d21
reportGapTask_73ff2f2c63d313a73812,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070852.json,RunMetadata_20260603_070852,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070852 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,94d7bd7be545eeb5f74256d8dc000ae77355a13f5ea0a9b0c15b93c6990d4a7f
reportGapTask_9d6d2add5fc6abdb326b,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070852.json,RunMetadata_20260603_070852,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070852 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,daa423e7a1e0a065c45e713492a849dd8e2dae53d5b13c750825e68265f22d6c
reportGapTask_ab161fc450a3797a45be,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070852.json,RunMetadata_20260603_070852,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070852 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,34462786ac09ef7ce7369c82ae784dad9de42d43e8ad219759bb383fa2e144c4
reportGapTask_b43b74e88804911a47c4,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070852.json,RunMetadata_20260603_070852,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070852 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,5721a9931d4e9e0e36b53ab67a9d4ccd446874f59ebfd626b61e0326cdc5b36b
reportGapTask_24cabe0e62520fd1ef52,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070709.json,RunMetadata_20260603_070709,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070709 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,de30569ca3e28a965d7848ad0b9a27977c3ae0c0ae29ef3d2fa34e58173f041e
reportGapTask_5b73542753320291d637,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070709.json,RunMetadata_20260603_070709,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070709 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,ccf43b81f96b772e0c009dd612b3e696f9a49c955dfd5ce8237e7037ce5276c0
reportGapTask_2d112a2813f420f60b6d,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070709.json,RunMetadata_20260603_070709,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070709 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,076355b978361aaefcc08f42bf887e37dd4a33c974911b171afb6ea2a5f53dbb
reportGapTask_fc8f5c6b94a8ce71ae12,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070709.json,RunMetadata_20260603_070709,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070709 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,1c7e1663956e4643247c3647685d03e325059503c94629254fbcb5d3e2e941c2
reportGapTask_ca01ed7986157c46d89f,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070709.json,RunMetadata_20260603_070709,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070709 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,477544603d66e5fae6803fff9d83145e0fe51774635529d2012d4b1b043960f3
reportGapTask_bb108dd8e607357c3437,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070708.json,RunMetadata_20260603_070708,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070708 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,730e38feba00ac8664293fc4b7d7bcc4efb12bfcbe145257a06dc0fd569e3adb
reportGapTask_0ef144c29f2c4249e470,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070708.json,RunMetadata_20260603_070708,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070708 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,49d7f84f6f5b7c90aeb613838c8074268745900360c45ce026fcbe3f6e262970
reportGapTask_f17d4bebfa3e7fd8d97a,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070708.json,RunMetadata_20260603_070708,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070708 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a8d3333d07bb45c1b57e1a7720bffffb5a299ab7bfa8356572b3d8c4f18e1187
reportGapTask_aa183e902e6da9270ae9,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070708.json,RunMetadata_20260603_070708,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070708 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,bc7a14cb7ae53b54696c3114b9f3e4f4fd9d3c69bdf24db6b7b82304513f60b2
reportGapTask_d002279ff38ec3e9445e,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata_20260603_070708.json,RunMetadata_20260603_070708,ma_crossover,,,补齐报告证据：RunMetadata_20260603_070708 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,48e47c282fa1a371572316883d6a673428be1fe9e54fdfec02be7b637dd9c698
